Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log,TotalSF,TotalPorchSF,TotalBath,TotalKitchen,HouseAge,RemodAge,IsNew,IsRemodeled,OverallGrade,LivAreaRatio,SpaceEfficiency,Neighborhood_Grouped
777,20,RL,86.0,11210,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,None,None,None,0,7,2006,New,Partial,221500,12.308182383129823,3228,59,2.0,1,1,0,0,1,35,0.14397859054415701,0.28795718108831403,CollgCr
778,20,RL,100.0,13350,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,None,MnPrv,None,0,6,2006,WD,Normal,142500,11.86710429621008,1758,0,2.0,1,32,32,0,0,25,0.06696629213483146,0.13168539325842696,Sawyer
779,90,RH,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2007,WD,Normal,144000,11.87757552297847,2020,0,2.0,2,30,30,0,0,25,0.24047619047619048,0.24047619047619048,SawyerW
780,90,RL,78.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,135000,11.813037464800539,1979,0,2.0,1,29,29,0,0,30,0.09534662867996202,0.1879392212725546,Other
781,20,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,None,None,None,0,6,2007,WD,Normal,176000,12.07824495582233,2490,21,2.0,1,12,11,0,1,35,0.15911111111111112,0.3161904761904762,Gilbert
782,60,RL,65.0,7153,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,None,None,None,0,7,2006,WD,Normal,175900,12.077676615757813,2364,124,2.5,1,14,14,0,0,30,0.22410177547882007,0.33049070320145396,SawyerW
783,20,RL,67.0,16285,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,None,None,None,0,6,2009,WD,Normal,187100,12.139403856983334,2843,33,2.0,1,8,7,0,1,35,0.08781086889775867,0.17457783236106847,CollgCr
784,85,RL,69.0,9101,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,None,None,None,0,7,2009,WD,Normal,165500,12.016732516077072,2207,30,2.0,1,31,31,0,0,30,0.1219646192726074,0.24250082408526535,Other
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,None,1914.0,None,0,0,None,None,Y,0,291,134,0,0,0,None,None,None,0,6,2008,WD,Normal,128000,11.759793355371237,2226,425,2.0,1,94,7,0,1,36,0.23555555555555555,0.35333333333333333,OldTown
786,20,RL,69.0,9790,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,None,None,None,0,9,2009,WD,Normal,161500,11.992266613576142,2714,197,2.0,1,42,42,0,0,30,0.13707865168539327,0.27722165474974464,NWAmes
787,50,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,None,Detchd,1961.0,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,None,None,Shed,1200,6,2010,WD,Normal,139000,11.842236406331555,2338,196,3.0,1,95,60,0,1,30,0.15296296296296297,0.21648148148148147,OldTown
788,60,RL,76.0,10142,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,None,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,1,2010,WD,Normal,233000,12.358798024384122,3040,45,3.5,1,6,6,0,0,35,0.2054821534214159,0.2997436403076316,SawyerW
789,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1954.0,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2008,WD,Normal,107900,11.588969419043872,1802,0,1.0,1,54,8,0,1,28,0.15016666666666667,0.30033333333333334,OldTown
790,60,RL,69.0,12205,Pave,None,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,None,Attchd,1966.0,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,None,None,None,0,7,2007,WD,Normal,187500,12.141539457711714,2919,168,2.5,1,41,0,0,1,48,0.17099549365014338,0.2391642769356821,Other
791,120,RL,43.0,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,None,None,None,0,9,2009,WD,Normal,160200,11.984184555794167,2290,16,2.0,1,4,3,0,1,35,0.35983658076681335,0.7196731615336267,Other
792,80,RL,69.0,11333,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,146800,11.896833207128452,2091,0,2.0,1,31,31,0,0,30,0.09370863848936734,0.184505426630195,Other
793,60,RL,92.0,9920,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455,TA,TA,Y,180,130,0,0,0,0,None,None,None,0,6,2007,WD,Normal,269790,12.505402864156405,3130,130,3.5,1,11,10,0,1,35,0.20292338709677418,0.3155241935483871,Other
794,20,RL,76.0,9158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,None,None,None,0,6,2007,New,Partial,225000,12.323860125621126,2992,130,2.0,1,0,0,1,0,40,0.1633544442017908,0.3267088884035816,Somerst
795,60,RL,69.0,10832,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409,TA,TA,Y,143,46,0,0,0,0,None,None,Shed,500,10,2008,WD,Normal,194500,12.178192583415596,2607,46,2.5,1,14,12,0,1,35,0.17494460856720828,0.24067577548005908,Gilbert
796,60,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476,TA,TA,Y,0,50,0,0,204,0,None,MnPrv,None,0,4,2010,WD,Normal,171000,12.049424683420915,2214,254,2.5,1,30,29,0,1,36,0.18619047619047618,0.26357142857142857,SawyerW
797,20,RL,71.0,8197,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528,TA,TA,Y,138,0,0,0,0,0,None,MnPrv,None,0,4,2007,WD,Normal,143500,11.874097282798648,1945,0,1.5,1,30,30,0,0,30,0.15676467000121996,0.2372819324142979,Sawyer
798,20,RL,57.0,7677,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1953.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Abnorml,110000,11.608244735642321,1546,0,1.0,1,55,55,0,0,25,0.10069037384394947,0.20138074768789893,NAmes
799,60,RL,104.0,13518,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,144,78,0,0,0,0,None,None,None,0,7,2009,New,Partial,485000,13.091906231773164,5066,78,3.5,1,1,0,0,1,45,0.2322828820831484,0.3747595798194999,NridgHt
800,50,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,0,264,0,0,0,None,MnPrv,None,0,6,2007,WD,Normal,175000,12.07254696717504,2499,264,2.5,1,70,57,0,1,35,0.24555555555555555,0.34708333333333335,Other
801,60,RL,79.0,12798,Pave,None,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,None,Attchd,1997.0,RFn,2,603,TA,TA,Y,403,114,185,0,0,0,None,None,Shed,400,5,2008,WD,Normal,200000,12.206077645517674,2304,299,3.5,1,11,11,0,0,30,0.13189560868885764,0.180028129395218,Other
802,30,RM,40.0,4800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,109900,11.60733523953139,2392,0,2.0,1,91,17,0,1,28,0.24916666666666668,0.49833333333333335,Other
803,60,RL,63.0,8199,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,410,TA,TA,Y,36,18,0,0,0,0,None,None,None,0,10,2008,WD,Normal,189000,12.149507585033072,2184,18,3.5,1,3,3,0,0,35,0.17758263202829613,0.2663739480424442,CollgCr
804,60,RL,107.0,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,52,170,0,0,192,0,None,None,None,0,1,2009,New,Partial,582933,13.275829251377,4556,362,3.5,1,1,0,0,1,45,0.2031531207256497,0.3279821467136995,NridgHt
805,20,RL,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,TA,5,Min1,0,None,Attchd,1954.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2006,WD,Family,118000,11.678448377988165,2064,0,1.0,1,52,52,0,0,25,0.12533333333333332,0.22933333333333333,NAmes
806,20,RL,91.0,12274,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,None,Attchd,2008.0,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,None,None,None,0,7,2008,New,Partial,227680,12.335700805443338,2845,60,2.0,1,0,0,1,0,35,0.11634349030470914,0.23179077725272934,Somerst
807,80,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,1967.0,Fin,1,384,TA,TA,Y,68,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,135500,11.816734299348461,1960,0,2.0,1,39,39,0,0,25,0.10051282051282051,0.20102564102564102,NAmes
808,70,RL,144.0,21384,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,528,TA,TA,Y,0,312,0,0,0,0,None,None,None,0,5,2009,WD,Normal,223500,12.317171167298682,2900,312,3.5,1,86,5,0,1,30,0.07369996258885148,0.13561541339319116,Other
809,80,RL,85.0,13400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1966.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2006,WD,Normal,159950,11.982622797311857,2110,0,2.0,1,40,40,0,0,25,0.08104477611940299,0.15746268656716417,NAmes
810,75,RM,90.0,8100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,1075,1063,0,2138,0,0,2,0,2,3,TA,11,Typ,0,None,Detchd,1910.0,Unf,2,360,Fa,Po,N,40,156,0,0,0,0,None,MnPrv,None,0,11,2009,WD,Normal,106000,11.571203807011969,2987,156,2.0,3,111,44,0,1,25,0.26395061728395064,0.36876543209876544,OldTown
811,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974.0,RFn,2,484,TA,TA,Y,265,0,0,0,0,648,Fa,GdPrv,None,0,1,2006,WD,Normal,181000,12.10625783509458,2349,0,2.5,1,32,7,0,1,36,0.12909270216962523,0.23165680473372782,NWAmes
812,120,RM,69.0,4438,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,6,2008,ConLD,Normal,144500,11.881041706925902,1696,0,2.0,1,4,4,0,0,30,0.1910770617395223,0.3821541234790446,CollgCr
813,20,C (all),66.0,8712,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,None,Basment,1952.0,Unf,2,504,TA,TA,N,0,0,0,0,0,0,None,None,Shed,54,6,2010,WD,Alloca,55993,10.932999821119937,1584,0,1.0,1,58,58,0,0,25,0.11983471074380166,0.18181818181818182,Other
814,20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,GasA,Gd,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1958.0,RFn,1,301,TA,TA,Y,0,0,275,0,0,0,None,None,Shed,500,4,2007,COD,Normal,157900,11.969723533345908,2884,275,1.5,1,49,49,0,0,36,0.1478974358974359,0.2957948717948718,NAmes
815,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,GasW,Gd,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,Fa,7,Typ,0,None,Detchd,1955.0,Unf,1,280,TA,TA,P,207,0,96,0,0,0,None,None,None,0,7,2006,WD,Normal,116000,11.661354090741,1936,96,2.0,1,88,56,0,1,35,0.15155189136760427,0.2347235693501455,Edwards
816,20,RL,48.0,12137,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1998.0,RFn,2,598,TA,TA,Y,0,34,0,0,0,0,None,None,None,0,5,2010,WD,Normal,224900,12.323415584358154,3310,34,2.0,1,12,12,0,0,35,0.13685424734283597,0.27271978248331546,CollgCr
817,20,RL,69.0,11425,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1,275,TA,TA,Y,0,0,120,0,0,0,None,None,None,0,7,2006,WD,Normal,137000,11.827743504053695,2016,120,1.0,1,52,52,0,0,30,0.08822757111597374,0.17645514223194747,NAmes
818,20,RL,69.0,13265,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857,TA,TA,Y,150,59,0,0,0,0,None,None,None,0,7,2008,WD,Normal,271000,12.509877789891931,3257,59,3.0,1,6,6,0,0,40,0.12732755371277799,0.24553335846211835,Other
819,80,RL,80.0,8816,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1971.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,6,2010,WD,Normal,155000,11.951186847493476,2062,0,2.0,1,39,39,0,0,42,0.11932849364791288,0.2338929219600726,Other
